file	num_segments	speech_seconds	num_words	video_seconds
Kino110.1 Tecknad reklamfilm 1926.mpg	24	39	123	624
Kino111A-I.1.mpg	825	1459	5844	4734
Kino114.1.mpg	154	560	1671	798
Kino121.1.mpg	29	57	216	780
Kino130.1.mpg	117	508	1417	610
Kino131A-B.1.mpg	312	489	1960	1546
Kino131A.1.mpg	220	276	1386	861
Kino132.1.mpg	71	316	832	758
Kino133.1.mpg	97	261	875	430
Kino13A.1.mpg	46	221	474	702
Kino13B.1.mpg	41	222	438	484
Kino13C.1.mpg	41	160	386	578
Kino13D.1.mpg	36	163	364	583
Kino13E.1.mpg	22	122	284	266
Kino14.1.mpg	90	249	907	575
Kino140.1.mpg	18	95	280	926
Kino141.1.mpg	58	143	524	327
Kino143D.1.mpg	13	30	46	271
Kino146A-B.1.mpg	233	1007	3111	1470
Kino155A.1.mpg	54	219	635	620
Kino165.1.mpg	75	288	938	1014
Kino166A.1.mpg	136	490	1409	620
Kino166B.1.mpg	100	402	1090	493
Kino167.1.mpg	124	463	1493	706
Kino176.1.mpg	126	134	664	724
Kino177A.1.mpg	71	284	716	635
Kino177B.1.mpg	80	339	876	592
Kino178A.1.mpg	72	153	516	649
Kino178B.1.mpg	58	170	462	469
Kino179A.1.mpg	49	195	530	574
Kino179B.1.mpg	28	157	406	594
Kino179C.1.mpg	21	90	212	224
Kino18.1.mpg	17	89	180	323
Kino180.1.mpg	38	180	472	306
Kino182B.1.mpg	64	142	560	624
Kino182C.1.mpg	73	460	1269	609
Kino183.1.mpg	55	172	595	304
Kino185.1.mpg	5	4	36	544
Kino19.1.mpg	26	156	370	382
Kino190A.1.mpg	43	188	533	593
Kino190B.1.mpg	24	123	284	181
Kino190C.1.mpg	120	202	797	520
Kino191.1.mpg	167	354	1254	637
Kino192.1.mpg	177	300	1037	529
Kino193.1.mpg	170	390	1156	652
Kino194A.1.mpg	147	257	1190	648
Kino194B.1.mpg	114	200	884	626
Kino194C.1.mpg	154	271	1086	587
Kino194D.1.mpg	70	230	727	607
Kino195.1.mpg	182	395	1414	639
Kino196.1.mpg	112	323	1026	469
Kino197A.1.mpg	247	498	1640	691
Kino197B.1.mpg	280	449	1923	833
Kino197C.1.mpg	175	359	1612	640
Kino197D.1.mpg	197	343	1567	700
Kino198.1.mpg	145	410	1221	749
Kino199.1.mpg	123	505	1310	767
Kino200.1.mpg	139	412	1261	731
Kino201.1.mpg	106	323	1005	694
Kino202.1.mpg	75	236	550	730
Kino211.1.mpg	40	174	661	530
Kino212.1.mpg	58	226	675	805
Kino213A.1.mpg	131	766	1714	932
Kino213B.1.mpg	102	790	1906	903
Kino214.1.mpg	57	313	812	760
Kino220.1.mpg	51	75	297	898
Kino221A-E.1.mpg	441	1536	3814	2986
Kino222.1.mpg	86	562	1183	876
Kino223.1.mpg	61	329	810	585
Kino224.1.mpg	102	412	1261	789
Kino225.1.mpg	95	410	1147	605
Kino226.1.mpg	146	690	1941	909
Kino228.1.mpg	176	403	1320	857
Kino229.1.mpg	83	378	1069	630
Kino230.1.mpg	45	239	618	664
Kino231.1.mpg	68	345	849	607
Kino232.1.mpg	100	509	1208	637
Kino233.1.mpg	39	261	747	419
Kino236.1.mpg	105	656	1608	801
Kino237A.1.mpg	59	218	603	596
Kino237B.1.mpg	16	38	228	523
Kino239.1.mpg	70	352	1159	520
Kino240.1.mpg	93	413	1279	964
Kino241.1.mpg	118	575	1313	889
Kino242.1.mpg	60	268	791	720
Kino243.1.mpg	113	607	1568	925
Kino244.1.mpg	118	597	1572	955
Kino245.1.mpg	31	144	337	723
Kino246.1.mpg	76	405	1149	561
Kino247A-B.1.mpg	129	586	1667	1053
Kino248.1.mpg	48	265	640	894
Kino249.1.mpg	104	467	1382	780
Kino250.1.mpg	117	377	1255	633
Kino251.1.mpg	91	574	1225	703
Kino252.1.mpg	91	370	925	669
Kino253.1.mpg	75	394	1141	739
Kino254.1.mpg	90	406	1271	808
Kino255.1.mpg	100	569	1527	863
Kino256.1.mpg	56	190	483	592
Kino257.1.mpg	32	51	407	575
Kino258.1.mpg	5	10	71	502
Kino259.1.mpg	141	472	1520	834
Kino261A-B.1.mpg	152	763	2008	1322
Kino263.1.mpg	89	416	1174	593
Kino264.1.mpg	74	395	833	623
Kino265.1.mpg	121	581	1595	749
Kino266.1.mpg	105	465	1446	674
Kino267.1.mpg	77	398	1054	643
Kino268.1.mpg	72	417	1000	658
Kino269.1.mpg	70	473	1213	704
Kino270.1.mpg	86	418	1179	609
Kino271.1.mpg	69	399	1178	666
Kino272.1.mpg	118	598	1635	758
Kino273.1.mpg	70	460	1209	677
Kino274A.1.mpg	82	437	1169	550
Kino274B.1.mpg	87	452	1254	559
Kino274C.1.mpg	91	500	1368	610
Kino274D.1.mpg	99	611	1508	760
Kino275.1.mpg	122	725	1849	944
Kino276A.1.mpg	68	364	1030	482
Kino277.1.mpg	83	523	1298	744
Kino278.1.mpg	99	463	1437	661
Kino279.1.mpg	78	298	919	443
Kino28.1.mpg	32	120	371	526
Kino280A.1.mpg	122	480	1457	705
Kino282.1.mpg	76	360	973	453
Kino283.1.mpg	105	456	1476	657
Kino284.1.mpg	98	476	1363	660
Kino286.1.mpg	105	453	1265	567
Kino289A-C.1.mpg	228	1231	3135	1816
Kino290.1.mpg	91	424	1169	584
Kino291A-B.1.mpg	148	727	2244	1072
Kino292.1.mpg	102	569	1469	749
Kino293.1.mpg	94	426	1322	612
Kino295A-B.1.mpg	140	922	2659	1149
Kino296A-D.1.mpg	252	1364	3334	1968
Kino297A-D.1.mpg	265	1327	3492	2067
Kino298A.1.mpg	54	227	703	677
Kino298B.1.mpg	18	76	205	373
Kino298C.1.mpg	69	279	756	601
Kino298D.1.mpg	58	241	650	513
Kino299A-B.1.mpg	114	636	1708	1241
Kino30.1.mpg	56	278	831	664
Kino301.1.mpg	83	448	1136	696
Kino302A-B.1.mpg	138	673	1793	1078
Kino303AB.1.mpg	134	660	1719	1017
Kino306A-D.1.mpg	632	1450	4987	2648
Kino308.1.mpg	95	337	873	691
Kino309.1.mpg	6	14	48	601
Kino31.1.mpg	138	468	1591	758
Kino310A-B.1.mpg	18	59	108	915
Kino312C.1.mpg	29	16	100	454
Kino313A.1.mpg	80	436	925	565
Kino313B.1.mpg	124	667	1572	826
Kino316.1.mpg	139	580	1622	782
Kino318.1.mpg	67	151	493	283
Kino319A.1.mpg	156	457	1500	594
Kino319B.1.mpg	134	371	1231	612
Kino319C.1.mpg	136	433	1383	617
Kino319D.1.mpg	66	280	725	470
Kino320A-B.1.mpg	112	527	1406	784
Kino321A-B.1.mpg	77	416	854	728
Kino322A-B.1.mpg	173	849	2362	1324
Kino323A-B.1.mpg	125	672	1677	888
Kino324A-B.1.mpg	64	277	827	486
Kino325A-B.1.mpg	148	558	1538	1180
Kino326.1.mpg	159	511	1521	946
Kino327A-C.1.mpg	145	917	2150	1534
Kino349.1.mpg	23	164	417	510
Kino351.1.mpg	23	204	483	344
Kino37.1.mpg	31	136	364	438
Kino38.1.mpg	60	138	402	626
Kino40.1.mpg	102	425	1185	925
Kino41.1.mpg	69	285	844	702
Kino43.1.mpg	49	250	586	586
Kino44.1.mpg	113	396	1129	573
Kino45.1.mpg	70	364	900	792
Kino46.1.mpg	62	356	804	730
Kino47.1.mpg	81	421	1101	649
Kino48.1.mpg	39	182	477	484
Kino49.1.mpg	129	555	1633	960
Kino50.1.mpg	130	627	1864	728
Kino51.1.mpg	95	519	1293	908
Kino53A.1.mpg	65	316	959	606
Kino53B.1.mpg	49	280	663	411
Kino54.1.mpg	111	480	1378	779
Kino59.1.mpg	31	182	370	661
Kino61.1.mpg	81	304	849	901
Kino614.1.mpg	58	257	670	707
Kino62.1.mpg	62	373	874	691
Kino67.1.mpg	133	436	1581	746
Kino68A.1.mpg	83	494	1255	618
Kino68B.1.mpg	100	523	1440	767
Kino69.1.mpg	111	457	1314	803
Kino7.1.mpg	8	67	118	483
Kino70A.1.mpg	203	285	1223	563
Kino70B.1.mpg	161	178	974	441
Kino70C.1.mpg	81	157	527	556
Kino72.1.mpg	136	607	1680	808
Kino73.1.mpg	122	558	1511	728
Kino75.1.mpg	36	210	476	742
Kino78.1.mpg	108	435	1297	622
Kino80.1.mpg	168	439	1361	639
Kino82.1.mpg	101	250	919	483
Kino83.1.mpg	29	59	338	729
Kino84.1.mpg	46	190	530	256
Kino85.1.mpg	93	364	1211	755
Kino86.1.mpg	72	231	947	948
Kino87.1.mpg	103	530	1471	898
Kino88.1.mpg	80	427	1166	662
Kino9.1.mpg	4	2	8	671
MOT.1.mpg	118	369	1306	689
Nuet100A.1.mpg	97	388	1252	599
Nuet100C.1.mpg	39	146	525	694
Nuet101A.1.mpg	79	328	1144	530
Nuet102A.1.mpg	98	333	1200	631
Nuet103A.1.mpg	102	411	1322	652
Nuet103B.1.mpg	104	370	1340	634
Nuet103C.1.mpg	86	379	1184	609
Nuet104-1.1.mpg	55	250	557	484
Nuet104-2.1.mpg	123	288	1004	429
Nuet104-3.1.mpg	76	216	792	433
Nuet104-4.1.mpg	127	347	1192	545
Nuet104-5.1.mpg	109	330	924	560
Nuet104-6.1.mpg	170	385	1510	623
Nuet10A.1.mpg	77	310	1030	578
Nuet11A.1.mpg	82	331	1235	594
Nuet12.1.mpg	60	258	893	609
Nuet13A.1.mpg	81	342	1146	607
Nuet14.1.mpg	113	362	1321	655
Nuet15A.1.mpg	94	379	1270	621
Nuet15B.1.mpg	38	144	534	274
Nuet15C.1.mpg	3	21	80	659
Nuet16A.1.mpg	94	296	1074	627
Nuet17A.1.mpg	72	321	1118	621
Nuet18A.1.mpg	133	492	1676	783
Nuet19A.1.mpg	112	312	1041	560
Nuet19B.1.mpg	77	242	816	407
Nuet19C.1.mpg	86	349	1130	513
Nuet19D.1.mpg	70	236	812	467
Nuet19E.1.mpg	115	380	1265	620
Nuet19F.1.mpg	126	388	1285	633
Nuet19G.1.mpg	93	370	1126	626
Nuet19H.1.mpg	86	302	1060	512
Nuet19I.1.mpg	114	330	1274	603
Nuet19J.1.mpg	88	310	1055	639
Nuet1A.1.mpg	85	333	937	691
Nuet20A.1.mpg	89	308	1070	620
Nuet21.1.mpg	35	127	428	711
Nuet22A.1.mpg	63	241	884	541
Nuet22B.1.mpg	6	33	114	795
Nuet23A.1.mpg	71	352	1121	588
Nuet24A.1.mpg	118	396	1469	678
Nuet25A.1.mpg	82	313	1055	666
Nuet25C.1.mpg	8	27	85	432
Nuet26A.1.mpg	84	387	1201	670
Nuet27A.1.mpg	124	381	1373	644
Nuet27B.1.mpg	5	25	79	750
Nuet28A.1.mpg	84	358	1203	641
Nuet29A.1.mpg	116	413	1361	735
Nuet2A.1.mpg	112	412	1300	737
Nuet30A.1.mpg	81	301	1060	536
Nuet31A.1.mpg	76	301	1008	519
Nuet32A.1.mpg	84	314	1119	526
Nuet33A.1.mpg	80	294	1057	485
Nuet34A.1.mpg	105	355	1127	572
Nuet35A.1.mpg	140	493	1722	816
Nuet36A.1.mpg	104	381	1290	575
Nuet37.1.mpg	88	335	1144	682
Nuet38A.1.mpg	102	383	1305	554
Nuet39A.1.mpg	87	298	1082	552
Nuet3A.1.mpg	77	272	846	533
Nuet40.1.mpg	117	357	1205	690
Nuet41A.1.mpg	87	324	1112	530
Nuet41B.1.mpg	36	179	544	600
Nuet42A.1.mpg	94	386	1348	567
Nuet43A.1.mpg	90	403	1212	557
Nuet45A.1.mpg	91	337	1186	551
Nuet46A.1.mpg	91	346	1324	605
Nuet47A.1.mpg	78	273	937	437
Nuet48A.1.mpg	121	432	1370	594
Nuet48C.1.mpg	43	153	425	699
Nuet49A.1.mpg	88	327	1126	527
Nuet4A.1.mpg	79	235	871	552
Nuet50A.1.mpg	102	354	1203	510
Nuet51A.1.mpg	80	326	1040	477
Nuet52A.1.mpg	86	325	1150	530
Nuet53A.1.mpg	63	254	923	499
Nuet54A.1.mpg	107	447	1513	747
Nuet55A.1.mpg	130	474	1683	675
Nuet55D.1.mpg	32	79	307	736
Nuet56.1.mpg	99	344	1203	576
Nuet57A.1.mpg	96	360	1200	572
Nuet58.1.mpg	107	372	1181	560
Nuet59A.1.mpg	70	296	939	559
Nuet60A.1.mpg	92	370	1259	596
Nuet61A.1.mpg	90	363	1093	541
Nuet62A.1.mpg	83	300	1031	580
Nuet63A.1.mpg	68	263	905	506
Nuet63B.1.mpg	69	271	835	834
Nuet64A.1.mpg	79	310	1098	533
Nuet64B.1.mpg	39	160	546	535
Nuet65A.1.mpg	71	347	1103	643
Nuet66A.1.mpg	108	409	1324	621
Nuet66B.1.mpg	42	182	496	513
Nuet66D.1.mpg	90	324	982	809
Nuet67A.1.mpg	101	369	1259	700
Nuet67C.1.mpg	54	102	442	628
Nuet68A.1.mpg	82	325	958	545
Nuet68B.1.mpg	78	349	911	591
Nuet69A.1.mpg	135	418	1436	730
Nuet6A.1.mpg	67	283	921	587
Nuet70A.1.mpg	79	392	1175	584
Nuet71A.1.mpg	107	335	1141	648
Nuet72A.1.mpg	101	320	1130	507
Nuet73A.1.mpg	91	297	1006	550
Nuet74A.1.mpg	86	376	1145	576
Nuet75A.1.mpg	101	324	1122	527
Nuet76A.1.mpg	107	384	1264	608
Nuet77A.1.mpg	117	352	1150	599
Nuet78A.1.mpg	65	271	925	464
Nuet79A.1.mpg	93	338	1190	605
Nuet7A.1.mpg	80	292	991	607
Nuet7B.1.mpg	60	141	566	698
Nuet80A.1.mpg	84	290	1053	476
Nuet81A.1.mpg	118	344	1184	575
Nuet81C.1.mpg	51	239	730	748
Nuet82A.1.mpg	90	380	1125	597
Nuet83A.1.mpg	107	425	1332	651
Nuet84A.1.mpg	115	340	1246	527
Nuet85A.1.mpg	101	315	1189	519
Nuet86A.1.mpg	92	292	1074	494
Nuet87A.1.mpg	97	358	1217	603
Nuet87B.1.mpg	2	3	9	666
Nuet88.1.mpg	85	323	1190	533
Nuet89A.1.mpg	74	318	1027	570
Nuet8A.1.mpg	68	265	920	564
Nuet90A.1.mpg	121	419	1379	620
Nuet91A.1.mpg	139	419	1414	705
Nuet92A.1.mpg	116	460	1380	649
Nuet93A.1.mpg	111	382	1260	588
Nuet94A.1.mpg	77	272	973	512
Nuet94B.1.mpg	49	200	605	642
Nuet95A.1.mpg	67	284	959	503
Nuet96A.1.mpg	82	338	1066	580
Nuet97A.1.mpg	77	315	1059	531
Nuet98A.1.mpg	90	302	1010	535
Nuet99A.1.mpg	95	314	1096	579
Nuet9A.1.mpg	97	268	1117	564
R1032.1.mpg	31	172	497	298
R1033.1.mpg	63	321	987	522
R1205.1.mpg	119	303	1030	784
SF1000.1.mpg	78	470	1295	775
SF1001A.1.mpg	54	259	737	784
SF1001B.1.mpg	27	84	217	514
SF1002.1.mpg	34	204	584	519
SF1003A.1.mpg	40	240	736	414
SF1003B.1.mpg	61	271	686	665
SF1004.1.mpg	35	148	548	483
SF1005.1 Böckdtröm visar kamera på Liljevalchs, 1939.mpg	58	292	920	538
SF1006.1.mpg	60	329	1011	570
SF1007.1.mpg	31	203	605	603
SF1008.1.mpg	32	163	483	408
SF1009A.1.mpg	34	219	611	455
SF1009B.1.mpg	51	178	496	845
SF1010A.1.mpg	30	160	418	374
SF1010B.1.mpg	150	307	1020	433
SF1011.1.mpg	19	117	306	498
SF1012.1.mpg	33	201	607	357
SF1013A.1.mpg	80	468	1438	777
SF1013B.1.mpg	21	84	248	783
SF1014.1.mpg	58	301	877	571
SF1015A.1.mpg	27	141	438	349
SF1015B.1.mpg	2	1	5	683
SF1015C.1.mpg	37	112	471	631
SF1016A.1.mpg	49	264	771	633
SF1016B.1.mpg	44	146	447	309
SF1017.1.mpg	64	341	1053	507
SF1018.1.mpg	31	150	557	429
SF1019.1.mpg	54	279	790	654
SF1020A.1.mpg	32	189	601	396
SF1020B.1.mpg	52	121	467	684
SF1021.1.mpg	54	270	767	551
SF1022.1.mpg	84	408	1257	785
SF1023A.1.mpg	38	232	729	521
SF1024A.1.mpg	43	226	710	707
SF1024B.1.mpg	57	225	718	750
SF1024C.1.mpg	73	217	856	778
SF1024D.1.mpg	2	1	2	528
SF1025A.1.mpg	67	340	1001	882
SF1025B.1.mpg	119	404	1341	674
SF1025C.1.mpg	11	56	190	521
SF1025D.1.mpg	50	263	680	710
SF1026A.1.mpg	55	254	725	562
SF1026B.1.mpg	86	211	760	720
SF1026C.1.mpg	13	76	220	553
SF1027A.1.mpg	56	253	704	842
SF1027B.1.mpg	32	70	321	825
SF1027C.1.mpg	78	278	1084	571
SF1027D.1.mpg	58	227	626	788
SF1028A.1.mpg	33	189	532	387
SF1028B.1.mpg	40	128	457	605
SF1028C.1.mpg	6	1	7	790
SF1029.1.mpg	23	135	401	250
SF1030.1.mpg	35	162	476	530
SF1031.1.mpg	136	675	1857	1491
SF1032A.1.mpg	47	284	686	500
SF1032B.1.mpg	31	139	466	614
SF1033.1.mpg	89	430	1250	825
SF1034.1.mpg	52	198	567	745
SF1035.1.mpg	28	167	471	624
SF1036.1.mpg	60	321	962	535
SF1037A.1.mpg	45	248	665	918
SF1037C.1.mpg	67	283	699	779
SF1037D.1.mpg	86	241	1027	736
SF1037F.1.mpg	12	17	23	862
SF1037G.1.mpg	9	44	139	765
SF1038A.1.mpg	33	158	463	618
SF1039A.1.mpg	57	231	689	598
SF1039B.1.mpg	40	188	454	708
SF1040.1.mpg	26	147	410	659
SF1041A.1.mpg	35	145	454	615
SF1042A.1.mpg	28	112	360	641
SF1042B.1.mpg	1	1	5	490
SF1042C.1.mpg	1	1	2	538
SF1043A.1.mpg	7	59	141	714
SF1043C.1.mpg	71	251	918	666
SF1044.1.mpg	31	168	484	608
SF1045A.1.mpg	34	183	491	513
SF1045B.1.mpg	2	8	28	661
SF1045C.1.mpg	32	126	450	595
SF1046.1.mpg	16	90	260	376
SF1047.1.mpg	154	401	1277	869
SF1048A.1.mpg	41	220	648	606
SF1048B.1.mpg	89	316	1097	640
SF1049A.1.mpg	20	121	328	322
SF1050.1.mpg	60	279	812	535
SF1051.1.mpg	27	170	438	512
SF1052A.1.mpg	60	325	879	785
SF1052B.1.mpg	29	87	185	515
SF1053A.1.mpg	55	205	677	836
SF1053B.1.mpg	39	155	459	597
SF1054.1.mpg	52	257	792	614
SF1055A.1.mpg	47	214	631	573
SF1055B.1.mpg	81	173	1005	694
SF1055C.1.mpg	86	305	842	539
SF1055D.1.mpg	1	0	4	740
SF1055E.1.mpg	14	29	99	725
SF1056.1.mpg	33	157	450	461
SF1057A.1.mpg	25	142	386	514
SF1057B.1.mpg	4	3	25	652
SF1058.1.mpg	26	128	392	496
SF1059A.1.mpg	44	207	595	732
SF1059B.1.mpg	39	88	410	560
SF1060.1.mpg	65	306	866	853
SF1061A.1.mpg	56	250	731	758
SF1061C.1.mpg	23	110	291	825
SF1063A.1.mpg	74	448	1176	663
SF1063C.1.mpg	30	155	424	423
SF1064A.1.mpg	28	161	441	447
SF1064B.1.mpg	40	192	527	550
SF1065.1.mpg	50	229	656	910
SF1066.1.mpg	30	147	486	723
SF1067.1.mpg	23	118	344	859
SF1068.1.mpg	30	163	478	480
SF1069.1.mpg	69	314	856	688
SF1070.1.mpg	51	273	747	442
SF1071A.1.mpg	54	297	776	668
SF1071B.1.mpg	34	155	313	994
SF1072A.1.mpg	41	225	617	399
SF1072B.1.mpg	12	53	151	576
SF1072D.1.mpg	44	243	729	732
SF1073A.1.mpg	91	413	1276	759
SF1074.1.mpg	96	305	992	654
SF1075.1.mpg	62	278	931	814
SF1076.1.mpg	32	124	425	915
SF1077.1.mpg	28	117	367	816
SF1078A.1.mpg	87	365	1151	849
SF1078B.1.mpg	6	2	8	510
SF1079A.1.mpg	70	268	911	560
SF1080.1.mpg	79	327	1114	517
SF1081.1.mpg	92	314	1144	804
SF1082A.1.mpg	66	408	1113	639
SF1083A.1.mpg	24	119	322	612
SF1083B.1.mpg	144	507	1581	630
SF1084.1.mpg	45	226	674	593
SF1085.1.mpg	56	315	922	651
SF1086.1.mpg	27	151	422	487
SF1087A.1.mpg	80	378	1255	562
SF1087B.1.mpg	64	193	577	722
SF1088.1.mpg	65	307	909	667
SF1089.1.mpg	76	282	948	801
SF1090.1.mpg	80	256	980	629
SF1091A.1.mpg	39	167	512	497
SF1091B.1.mpg	89	237	962	636
SF1092.1.mpg	34	145	465	642
SF1093.1.mpg	44	172	544	607
SF1094A.1.mpg	48	197	571	578
SF1094B.1.mpg	62	211	654	347
SF1094C.1.mpg	6	31	102	684
SF1095.1.mpg	44	208	695	659
SF1096A.1.mpg	42	186	599	623
SF1096B.1.mpg	22	84	265	321
SF1097.1.mpg	52	244	777	738
SF1098A.1.mpg	42	244	754	687
SF1099A.1.mpg	92	246	878	629
SF1099B.1.mpg	62	216	710	560
SF1099C.1.mpg	11	43	132	569
SF1099D.1.mpg	39	144	348	709
SF1099E.1.mpg	33	93	206	573
SF1100.1.mpg	60	279	826	738
SF1101.1.mpg	55	205	628	610
SF1102A.1.mpg	40	149	493	466
SF1102B.1.mpg	40	122	384	390
SF1102C.1.mpg	19	59	196	621
SF1103.1.mpg	70	256	816	578
SF1104A.1.mpg	54	224	758	483
SF1104B.1.mpg	29	111	351	612
SF1104C.1.mpg	45	144	618	368
SF1105A.1.mpg	74	184	647	512
SF1105B.1.mpg	59	184	628	704
SF1106A.1.mpg	66	298	1010	629
SF1106B.1.mpg	53	197	468	530
SF1107A.1.mpg	38	221	622	603
SF1107B.1.mpg	5	22	59	327
SF1107C.1.mpg	101	459	1396	679
SF1107D.1.mpg	72	236	688	563
SF1108.1.mpg	56	209	700	629
SF1109.1.mpg	105	316	1050	770
SF1110.1.mpg	41	178	530	681
SF1111A.1.mpg	57	261	774	491
SF1111B.1.mpg	46	147	515	674
SF1111C.1.mpg	52	163	485	718
SF1112.1.mpg	114	499	1414	921
SF1113A.1.mpg	50	256	657	586
SF1113B.1.mpg	24	97	300	492
SF1113C.1.mpg	68	279	717	773
SF1113D.1.mpg	78	306	965	636
SF1114A.1.mpg	46	257	735	663
SF1114B.1.mpg	64	250	761	511
SF1115A.1.mpg	63	241	753	627
SF1115B.1.mpg	60	216	698	738
SF1115C.1.mpg	58	283	811	563
SF1116A.1.mpg	24	112	386	340
SF1116B.1.mpg	56	246	776	782
SF1116C.1.mpg	36	128	418	539
SF1116D.1.mpg	57	244	570	908
SF1117.1.mpg	63	283	896	661
SF1118.1.mpg	67	386	1009	820
SF1119A.1.mpg	40	213	626	432
SF1119B.1.mpg	98	325	1048	855
SF1119C.1.mpg	27	93	169	398
SF1120.1.mpg	38	208	618	573
SF1121.1.mpg	73	229	777	574
SF1122.1.mpg	56	269	770	679
SF1123A.1.mpg	48	200	701	574
SF1123B.1.mpg	51	190	582	570
SF1124A.1.mpg	107	353	1206	652
SF1125.1.mpg	68	279	921	557
SF1126.1.mpg	152	596	2067	908
SF1127A.1.mpg	80	331	1110	631
SF1127B.1.mpg	46	222	600	609
SF1128A.1.mpg	76	277	947	709
SF1128B.1.mpg	43	148	450	400
SF1128C.1.mpg	48	204	528	613
SF1128D.1.mpg	14	39	120	531
SF1128E.1.mpg	90	339	994	711
SF1129.1.mpg	48	229	699	671
SF1130A.1.mpg	80	284	899	787
SF1130B.1.mpg	87	305	997	651
SF1130C.1.mpg	74	318	937	655
SF1130D.1.mpg	67	213	723	575
SF1131A.1.mpg	54	257	735	613
SF1131B.1.mpg	162	399	1235	706
SF1132.1.mpg	70	230	702	659
SF1133.1.mpg	68	267	615	948
SF1133A.1.mpg	84	307	999	827
SF1134A.1.mpg	59	252	813	655
SF1134B.1.mpg	82	252	821	667
SF1135A.1.mpg	88	435	1364	685
SF1135B.1.mpg	50	234	778	712
SF1135C.1.mpg	78	292	896	695
SF1136.1.mpg	74	282	910	695
SF1137A.1.mpg	66	265	910	699
SF1137B.1.mpg	88	313	1034	587
SF1137C.1.mpg	101	346	1109	720
SF1138.1.mpg	99	393	1213	854
SF1139.1.mpg	42	115	495	643
SF1140A.1.mpg	67	300	939	954
SF1140B.1.mpg	123	403	1256	825
SF1141A.1.mpg	71	229	743	409
SF1141B.1.mpg	60	279	822	643
SF1142.1.mpg	110	507	1627	822
SF1143A.1.mpg	44	172	557	351
SF1143B.1.mpg	29	117	347	912
SF1144.1.mpg	95	457	1364	688
SF1145A.1.mpg	61	311	917	581
SF1145B.1.mpg	69	237	774	770
SF1146.1.mpg	68	341	1042	576
SF1147A.1.mpg	61	371	926	795
SF1147B.1.mpg	50	186	573	868
SF1147C.1.mpg	12	47	141	648
SF1148.1.mpg	100	443	1364	840
SF1149.1.mpg	71	226	755	606
SF1150.1.mpg	83	390	1374	811
SF1151.1.mpg	70	279	874	597
SF1152.1.mpg	127	489	1624	935
SF1153.1.mpg	83	358	1182	696
SF1154.1.mpg	50	253	607	624
SF1155.1.mpg	64	228	832	736
SF1156.1.mpg	67	317	1010	722
SF1157.1.mpg	88	433	1315	646
SF1158.1.mpg	110	347	1332	799
SF1159A.1.mpg	66	299	913	533
SF1159B.1.mpg	107	348	1115	473
SF1160.1.mpg	105	424	1463	690
SF1161.1.mpg	65	326	971	662
SF1162A.1.mpg	30	177	570	362
SF1162B.1.mpg	99	322	1149	803
