"giudizio","genere","nazione","anno","durata","visibilita"
"buono","HOR","USA",82,113,"ADU"
"mediocre","DRA","USA",94,87,"ADU"
"mediocre","AZI","USA",91,93,"ADU"
"ottimo","DRA","USA",93,100,"ADU"
"mediocre","HOR","USA",90,99,"ADU"
"mediocre","DRA","USA",90,88,"ADU"
"mediocre","HOR","CAN",88,95,"ADU"
"buono","DRA","USA",85,85,"ADU"
"mediocre","GIA","USA",89,100,"ADU"
"mediocre","DRA","USA",51,87,"ADU"
"mediocre","GIA","GB",91,99,"ADU"
"mediocre","DRA","USA",63,101,"ADU"
"buono","WES","USA",54,100,"ADU"
"buono","DRA","USA",80,132,"ADU"
"mediocre","THR","USA",94,90,"ADU"
"mediocre","DRA","GB",91,101,"ADU"
"mediocre","THR","USA",94,100,"ADU"
"mediocre","DRA","USA",92,92,"ADU"
"buono","THR","USA",94,90,"ADU"
"ottimo","DRA","USA",55,111,"ADU"
"mediocre","THR","USA",95,98,"ADU"
"mediocre","DRA","FRA",91,96,"ADU"
"mediocre","POL","USA",88,99,"ADU"
"mediocre","DRA","USA",93,89,"ADU"
"buono","POL","USA",87,107,"ADU"
"mediocre","DRA","FRA",63,95,"ADU"
"mediocre","POL","CAN",80,97,"ADU"
"mediocre","DRA","USA",71,97,"ADU"
"mediocre","POL","USA",86,100,"ADU"
"mediocre","DRA","USA",92,90,"ADU"
"mediocre","AVV","USA",89,98,"ADU"
"buono","DRA","USA",59,114,"ADU"
"ottimo","HOR","GB",58,82,"ADU"
"mediocre","DRA","USA",91,90,"ADU"
"mediocre","GIA","HOL",88,105,"ADU"
"mediocre","DRA","USA",91,99,"ADU"
"mediocre","WES","ITA",73,98,"ADU"
"buono","DRA","USA",77,118,"ADU"
"mediocre","THR","USA",94,90,"ADU"
"mediocre","DRA","USA",91,90,"ADU"
"mediocre","THR","USA",90,100,"ADU"
"mediocre","DRA","CAN",87,100,"ADU"
"buono","POL","USA",89,106,"ADU"
"mediocre","DRA","USA",93,91,"ADU"
"mediocre","POL","ITA",51,90,"ADU"
"ottimo","DRA","USA",67,109,"ADU"
"scadente","HOR","ITA",88,82,"ADU"
"mediocre","COM","SPA",90,101,"ADU"
"buono","GIA","USA",91,130,"ADU"
"mediocre","COM","ITA",92,95,"ADU"
"mediocre","AVV","USA",85,90,"ADU"
"mediocre","COM","ITA",75,105,"ADU"
"mediocre","POL","USA",73,95,"ADU"
"mediocre","COM","ITA",91,105,"ADU"
"mediocre","AZI","USA",87,88,"ADU"
"mediocre","COM","ITA",85,100,"ADU"
"buono","AVV","USA",75,128,"ADU"
"scadente","COM","ITA",76,100,"ADU"
"ottimo","THR","USA",86,117,"ADU"
"buono","COM","USA",80,121,"ADU"
"buono","HOR","USA",63,101,"ADU"
"scadente","COM","ITA",70,86,"ADU"
"mediocre","DRA","USA",91,110,"GEN"
"scadente","CMC","ITA",76,101,"GEN"
"mediocre","AVV","ITA",76,100,"GEN"
"mediocre","DRA","USA",59,123,"GEN"
"ottimo","WES","USA",59,141,"GEN"
"buono","COM","ITA",78,91,"GEN"
"buono","COM","USA",36,115,"GEN"
"buono","COM","SPA",88,100,"GEN"
"mediocre","WES","USA",69,119,"GEN"
"mediocre","DRA","USA",87,100,"GEN"
"buono","COM","USA",87,97,"GEN"
"buono","COM","ITA",67,120,"GEN"
"mediocre","WES","USA",69,110,"GEN"
"mediocre","DRA","FRA",86,110,"GEN"
"buono","COM","ITA",91,88,"GEN"
"buono","COM","USA",87,131,"GEN"
"buono","WES","USA",68,92,"GEN"
"mediocre","COM","ITA",85,107,"GEN"
"scadente","WES","ITA",67,105,"GEN"
"buono","COM","USA",37,84,"GEN"
"mediocre","COM","ITA",79,98,"GEN"
"mediocre","DRA","ITA",91,94,"GEN"
"buono","WES","USA",55,96,"GEN"
"mediocre","DRA","USA",58,158,"GEN"
"mediocre","WES","USA",52,91,"GEN"
"scadente","COM","ITA",94,102,"GEN"
"mediocre","COM","USA",90,80,"GEN"
"buono","DRA","ITA",60,110,"GEN"
"mediocre","COM","ITA",93,121,"GEN"
"scadente","DRA","ITA",82,122,"GEN"
"ottimo","COM","USA",86,96,"GEN"
"mediocre","DRA","USA",89,105,"GEN"
"buono","COM","USA",87,102,"GEN"
"mediocre","AVV","CAN",79,101,"GEN"
"mediocre","WES","USA",57,102,"GEN"
"mediocre","THR","USA",93,106,"GEN"
"buono","COM","USA",39,86,"GEN"
"mediocre","DRA","CAN",81,121,"GEN"
"mediocre","COM","USA",92,87,"GEN"
"ottimo","DRA","USA",63,101,"GEN"
"mediocre","COM","ITA",83,117,"GEN"
"buono","THR","USA",79,102,"GEN"
"mediocre","COM","USA",84,94,"GEN"
"buono","AVV","USA",58,86,"GEN"
"mediocre","COM","USA",90,90,"GEN"
"buono","DRA","USA",52,90,"GEN"
"mediocre","AVV","GB",89,94,"GEN"
"mediocre","COM","USA",83,93,"GEN"
"mediocre","COM","ITA",80,95,"GEN"
"mediocre","DRA","USA",86,91,"GEN"
"mediocre","WES","USA",68,114,"GEN"
"buono","DRA","USA",40,100,"GEN"
"mediocre","WES","ITA",68,83,"GEN"
"ottimo","DRA","FRA",43,90,"GEN"
"buono","THR","USA",88,100,"GEN"
"buono","STO","ITA",41,87,"GEN"
"mediocre","THR","FRA",78,95,"GEN"
"mediocre","SPI","USA",84,113,"GEN"
"mediocre","COM","ITA",90,90,"GEN"
"mediocre","COM","ITA",82,114,"GEN"
"mediocre","AVV","ITA",82,92,"GEN"
"buono","COM","ITA",65,100,"GEN"
"buono","DRA","USA",80,117,"GEN"
"buono","COM","ITA",88,92,"GEN"
"mediocre","DRA","USA",61,153,"GEN"
"buono","AVV","USA",80,119,"GEN"
"scadente","DRA","ITA",81,88,"GEN"
"mediocre","AVV","USA",90,90,"GEN"
"mediocre","SPI","GB",87,130,"GEN"
"scadente","COM","ITA",86,101,"GEN"
"mediocre","COM","USA",89,96,"GEN"
"mediocre","COM","ITA",82,113,"GEN"
"scadente","SEN","USA",93,90,"GEN"
"mediocre","AVV","USA",84,96,"GEN"
"scadente","DRA","USA",88,92,"GEN"
"buono","COM","USA",57,110,"GEN"
"scadente","DRA","ITA",81,107,"GEN"
"buono","COM","ITA",89,90,"GEN"
"ottimo","DRA","USA",75,113,"GEN"
"capolavoro","COM","USA",32,83,"GEN"
"scadente","SEN","USA",92,90,"GEN"
"mediocre","COM","USA",88,92,"GEN"
"mediocre","DRA","ITA",53,95,"GEN"
"buono","COM","FRA",90,94,"GEN"
"buono","SEN","USA",40,103,"GEN"
"mediocre","COM","GB",80,110,"GEN"
"mediocre","DRA","USA",93,90,"GEN"
"mediocre","AVV","USA",79,115,"GEN"
"mediocre","AVV","USA",80,121,"GEN"
"mediocre","AVV","ITA",40,98,"GEN"
"buono","AVV","USA",55,115,"GEN"
"mediocre","COM","USA",69,132,"GEN"
"mediocre","CMC","USA",88,85,"GEN"
"mediocre","AVV","USA",81,95,"GEN"
"buono","POL","USA",46,99,"GEN"
"buono","DRA","USA",55,117,"GEN"
"buono","POL","USA",88,103,"GEN"
"mediocre","COM","ITA",92,103,"GEN"
"mediocre","DRA","GB",78,121,"GEN"
"mediocre","COM","ITA",54,100,"GEN"
"scadente","DRA","ITA",68,95,"GEN"
"buono","WES","USA",80,95,"GEN"
"scadente","AVV","ITA",85,93,"GEN"
"buono","WES","USA",67,126,"GEN"
"mediocre","AVV","USA",91,135,"GEN"
"mediocre","COM","USA",91,104,"GEN"
"mediocre","DRA","USA",89,117,"GEN"
"mediocre","WES","ITA",68,132,"GEN"
"mediocre","AVV","CAN",85,85,"GEN"
"mediocre","COM","USA",59,80,"GEN"
"mediocre","AVV","USA",55,106,"GEN"
"mediocre","COM","ITA",88,104,"GEN"
"mediocre","AVV","USA",59,115,"GEN"
"buono","COM","USA",83,93,"GEN"
"mediocre","POL","USA",88,98,"GEN"
"mediocre","COM","USA",63,101,"GEN"
"mediocre","DRA","USA",93,89,"GEN"
"buono","COM","USA",78,112,"GEN"
"mediocre","FAN","USA",87,100,"GEN"
"mediocre","AVV","USA",89,100,"GEN"
"scadente","FAN","USA",75,101,"GEN"
"mediocre","COM","USA",82,110,"GEN"
"buono","FAN","USA",84,107,"GEN"
"scadente","COM","USA",84,92,"GEN"
"mediocre","FAN","USA",81,109,"GEN"
"mediocre","COM","USA",88,98,"GEN"
"mediocre","AVV","USA",87,99,"GEN"
"buono","COM","ITA",91,100,"GEN"
"mediocre","AVV","USA",90,106,"GEN"
"buono","COM","ITA",76,85,"GEN"
"scadente","CMC","ITA",70,91,"GEN"
"mediocre","COM","USA",87,89,"GEN"
"mediocre","FAN","USA",87,98,"GEN"
"buono","THR","USA",88,120,"GEN"
"mediocre","AVV","ITA",92,114,"GEN"
"buono","COM","GB",90,115,"GEN"
"mediocre","CMC","ITA",80,99,"GEN"
"mediocre","COM","USA",91,95,"GEN"
"buono","POL","USA",88,106,"GEN"
"buono","COM","ITA",68,128,"GEN"
"mediocre","POL","USA",91,99,"GEN"
"buono","COM","USA",90,126,"GEN"
"mediocre","FAN","USA",82,113,"GEN"
"mediocre","DRA","ARG",86,118,"GEN"
"mediocre","FAN","USA",80,100,"GEN"
"buono","DRA","USA",68,144,"GEN"
"mediocre","FAN","USA",84,114,"GEN"
"mediocre","WES","USA",69,91,"GEN"
"buono","GAN","USA",39,104,"GEN"
"mediocre","COM","ITA",65,112,"GEN"
"mediocre","CMC","USA",89,97,"GEN"
"mediocre","WES","USA",69,128,"GEN"
"mediocre","GIA","ITA",80,98,"GEN"
"mediocre","COM","GER",93,114,"GEN"
"mediocre","AVV","USA",83,107,"GEN"
"scadente","COM","ITA",87,95,"GEN"
"scadente","BIO","ITA",55,104,"GEN"
"buono","WES","USA",65,120,"GEN"
"mediocre","MUS","USA",54,132,"GEN"
"mediocre","THR","USA",78,100,"GEN"
"scadente","BEL","CAN",88,105,"GEN"
"mediocre","COM","USA",58,107,"GEN"
"mediocre","GIA","USA",75,90,"GEN"
"buono","COM","USA",48,116,"GEN"
"buono","BEL","GB",77,123,"GEN"
"mediocre","COM","USA",84,98,"GEN"
"mediocre","BEL","USA",70,145,"GEN"
"ottimo","DRA","USA",73,112,"GEN"
"mediocre","MUS","ITA",66,90,"GEN"
"ottimo","DRA","USA",40,129,"GEN"
"buono","BEL","ITA",69,127,"GEN"
"buono","COM","USA",82,105,"GEN"
"mediocre","GIA","USA",92,100,"GEN"
"mediocre","WES","ITA",67,87,"GEN"
"mediocre","BEL","USA",48,96,"GEN"
"mediocre","COM","USA",56,101,"GEN"
"buono","GIA","USA",87,121,"GEN"
"buono","THR","USA",92,125,"GEN"
"mediocre","BEL","GB",70,100,"GEN"
"mediocre","COM","USA",89,107,"GEN"
"mediocre","AZI","GB",74,125,"GEN"
"buono","DRA","USA",80,98,"GEN"
"mediocre","AZI","USA",85,88,"GEN"
"mediocre","COM","USA",90,96,"GEN"
"buono","HOR","USA",86,95,"GEN"
"buono","COM","USA",91,108,"GEN"
"scadente","AZI","USA",92,90,"GEN"
"mediocre","AVV","USA",91,91,"GEN"
"mediocre","AVV","GB",79,127,"GEN"
"mediocre","AVV","GER",72,100,"GEN"
"mediocre","MUS","USA",68,151,"GEN"
"buono","DRA","FRA",92,106,"GEN"
"ottimo","HOR","USA",32,64,"GEN"
"mediocre","COM","ITA",76,102,"GEN"
"buono","HOR","USA",31,71,"GEN"
"buono","COM","USA",75,105,"GEN"
"mediocre","COM","USA",89,91,"TUT"
"mediocre","COM","USA",87,103,"TUT"
"mediocre","AVV","USA",85,99,"TUT"
"buono","DRA","USA",91,100,"TUT"
"ottimo","AVV","USA",32,70,"TUT"
"buono","DRA","USA",60,134,"TUT"
"capolavoro","MUS","USA",49,98,"TUT"
"buono","COM","USA",73,130,"TUT"
"mediocre","AVV","ITA",72,95,"TUT"
"mediocre","COM","USA",91,100,"TUT"
"mediocre","BIO","ITA",51,91,"TUT"
"mediocre","COM","USA",76,115,"TUT"
"mediocre","AVV","ITA",82,92,"TUT"
"mediocre","COM","USA",58,95,"TUT"
"mediocre","AVV","AUS",86,95,"TUT"
"mediocre","AVV","USA",90,95,"TUT"
"ottimo","FAN","USA",84,91,"TUT"
"mediocre","COM","USA",82,97,"TUT"
"mediocre","FAN","USA",90,118,"TUT"
"buono","COM","USA",64,140,"TUT"
"mediocre","AVV","ITA",75,115,"TUT"
"buono","THR","USA",75,115,"TUT"
"buono","DRA","GB",84,90,"TUT"
"mediocre","COM","ITA",50,90,"TUT"
"mediocre","CMC","USA",88,90,"TUT"
"scadente","AVV","ITA",80,104,"TUT"
"mediocre","CMC","ITA",61,107,"TUT"
"buono","COM","ITA",90,117,"TUT"
"mediocre","POL","USA",85,101,"TUT"
"mediocre","COM","USA",90,88,"TUT"
"mediocre","SEN","USA",93,90,"TUT"
"buono","COM","USA",89,107,"TUT"
"buono","SEN","USA",91,110,"TUT"
"mediocre","COM","USA",61,97,"TUT"
"mediocre","CMC","ITA",50,85,"TUT"
"mediocre","AVV","USA",91,107,"TUT"
"mediocre","DRA","FRA",79,90,"TUT"
"mediocre","COM","USA",92,121,"TUT"
"mediocre","COM","USA",87,103,"TUT"
"mediocre","COM","ITA",73,128,"TUT"
"mediocre","COM","USA",91,96,"TUT"
"ottimo","AVV","USA",92,101,"TUT"
"mediocre","MUS","USA",49,90,"TUT"
"buono","WES","USA",52,93,"TUT"
"mediocre","MUS","USA",50,97,"TUT"
"mediocre","COM","USA",68,90,"TUT"
"buono","BIO","USA",43,156,"TUT"
"mediocre","COM","ITA",87,94,"TUT"
"buono","CMC","USA",52,96,"TUT"
"buono","COM","USA",63,101,"TUT"
"ottimo","CMC","USA",37,111,"TUT"
"mediocre","COM","USA",51,98,"TUT"
"buono","CMC","USA",32,68,"TUT"
"mediocre","COM","USA",91,112,"TUT"
"mediocre","CMC","ITA",62,95,"TUT"
"buono","COM","FIN",89,78,"TUT"
"mediocre","CMC","USA",54,103,"TUT"
"mediocre","COM","ITA",41,89,"TUT"
"mediocre","AVV","GB",76,98,"TUT"
"mediocre","COM","USA",60,100,"TUT"
"mediocre","AVV","ITA",79,109,"TUT"
"mediocre","COM","USA",48,99,"TUT"
"mediocre","BEL","USA",63,140,"TUT"
"mediocre","COM","USA",84,101,"TUT"
"buono","FAN","USA",39,101,"TUT"
"mediocre","COM","USA",92,86,"TUT"
"mediocre","CMC","USA",86,92,"TUT"
"mediocre","COM","ITA",87,102,"TUT"
"buono","DRA","USA",93,114,"TUT"
"buono","COM","ITA",37,86,"TUT"
"mediocre","COM","USA",80,100,"TUT"
"mediocre","COM","ITA",66,95,"TUT"
"mediocre","MUS","USA",47,96,"TUT"
"buono","COM","USA",90,102,"TUT"
"mediocre","CMC","USA",60,88,"TUT"
"scadente","COM","USA",89,87,"TUT"
"mediocre","COM","ITA",92,93,"TUT"
"buono","COM","ITA",59,92,"TUT"
"mediocre","CMC","ITA",74,90,"TUT"
"buono","COM","FRA",69,95,"TUT"
"buono","FAN","GER",84,90,"TUT"
"ottimo","COM","USA",34,96,"TUT"
NA,"DRA","USA",47,104,NA
NA,"DRA","SVE",66,85,NA
NA,"MUS","USA",73,120,NA
NA,"AVV","USA",81,115,NA
NA,"DRA","SVE",63,95,NA
NA,"STO","USA",59,212,NA
NA,"COM","ITA",64,90,NA
NA,"COM","USA",88,108,NA
NA,"COM","USA",66,114,NA
NA,"COM","ITA",70,117,NA
NA,"DRA","ITA",77,122,NA
NA,"AVV","USA",84,101,NA
NA,"DRA","USA",79,101,NA
NA,"DRA","USA",81,90,NA
NA,"FAN","USA",41,84,NA
NA,"DRA","ITA",60,102,NA
NA,"COM","ITA",72,99,NA
NA,"COM","ITA",58,100,NA
NA,"COM","ITA",86,120,NA
NA,"THR","USA",84,102,NA
NA,"COM","USA",89,117,NA
NA,"WES","ITA",64,96,NA
NA,"DRA","ITA",91,134,NA
NA,"DRA","ITA",67,92,NA
NA,"COM","USA",87,118,NA
NA,"DRA","ITA",87,119,NA
NA,"DRA","ITA",68,95,NA
NA,"COM","USA",79,116,NA
NA,"WES","ITA",65,126,NA
NA,"COM","USA",88,105,NA
NA,"DRA","USA",90,100,NA
NA,"DRA","USA",91,124,NA
NA,"DRA","USA",80,128,NA
NA,"COM","USA",79,118,NA
NA,"COM","ITA",92,125,NA
NA,"DRA","ITA",70,93,NA
NA,"DRA","ITA",77,105,NA
NA,"COM","ITA",93,121,NA
NA,"DRA","USA",53,84,NA
NA,"DRA","ITA",63,125,NA
NA,"CMC","ITA",71,91,NA
NA,"HOR","USA",31,71,NA
NA,"DRA","ITA",77,102,NA
NA,"SEN","ITA",85,108,NA
NA,"DRA","ITA",90,80,NA
NA,"COM","USA",78,94,NA
NA,"FAN","USA",88,110,NA
NA,"AVV","USA",74,120,NA
NA,"COM","USA",87,98,NA
NA,"COM","ITA",91,92,NA
NA,"DRA","ITA",87,90,NA
NA,"DRA","ITA",92,95,NA
NA,"COM","USA",53,91,NA
NA,"COM","ITA",82,118,NA
NA,"COM","USA",87,102,NA
NA,"DRA","ITA",93,88,NA
NA,"DRA","ITA",92,134,NA
NA,"COM","ITA",66,112,NA
NA,"WES","ITA",65,126,NA
NA,"GIA","ITA",90,96,NA
NA,"DRA","ITA",82,102,NA
NA,"CMC","USA",31,74,NA
NA,"AVV","ITA",61,90,NA
NA,"WES","USA",65,120,NA
NA,"COM","USA",58,102,NA
NA,"FAN","USA",82,112,NA
NA,"COM","GB",60,92,NA
NA,"DRA","FRA",80,128,NA
NA,"DRA","FRA",88,104,NA
NA,"DRA","ITA",60,106,NA
NA,"COM","USA",39,90,NA
NA,"COM","ITA",89,NA,NA
NA,"COM","USA",68,99,NA
NA,"DRA","ITA",92,84,NA
NA,"COM","ITA",76,115,NA
NA,"DRA","ITA",57,90,NA
NA,"COM","ITA",57,102,NA
NA,"DRA","ITA",71,115,NA
NA,"COM","ITA",54,94,NA
NA,"DRA","USA",83,113,NA
NA,"DRA","USA",62,153,NA
NA,"COM","ITA",83,110,NA
NA,"DRA","USA",67,101,NA
NA,"COM","ITA",57,100,NA
NA,"COM","ITA",89,119,NA
NA,"COM","ITA",82,97,NA
NA,"COM","FRA",59,108,NA
NA,"COM","ITA",67,110,NA
NA,"DRA","USA",79,101,NA
NA,"DRA","USA",81,158,NA
NA,"COM","USA",36,90,NA
NA,"DRA","ITA",68,118,NA
NA,"COM","ITA",63,100,NA
NA,"COM","ITA",62,110,NA
NA,"COM","ITA",78,106,NA
NA,"DRA","USA",51,112,NA
NA,"COM","ITA",92,95,NA
NA,"COM","ITA",87,112,NA
NA,"COM","USA",55,95,NA
NA,"COM","USA",28,69,NA
NA,"BIO","USA",53,102,NA
NA,"COM","USA",55,105,NA
NA,"COM","ITA",66,92,NA
NA,"COM","ITA",83,110,NA
NA,"DRA","GER",82,120,NA
NA,"DRA","ITA",83,120,NA
NA,"COM","USA",71,109,NA
NA,"COM","FRA",60,112,NA
NA,"COM","ITA",59,98,NA
NA,"COM","USA",56,102,NA
NA,"COM","ITA",76,103,NA
NA,"MUS","USA",37,89,NA
NA,"COM","ITA",62,101,NA
NA,"THR","USA",42,110,NA
NA,"MUS","ITA",67,90,NA
NA,"COM","USA",79,130,NA
NA,"AVV","GB",65,102,NA
NA,"COM","USA",89,123,NA
NA,"WES","USA",60,160,NA
NA,"COM","USA",34,96,NA
NA,"COM","USA",73,100,NA
NA,"THR","USA",81,107,NA
NA,"THR","CAN",84,92,NA
NA,"THR","GB",81,108,NA
NA,"DRA","USA",41,119,NA
NA,"COM","FRA",88,110,NA
NA,"AVV","FRA",64,109,NA
NA,"DRA","USA",76,118,NA
NA,"COM","USA",42,101,NA
NA,"CMC","USA",54,103,NA
NA,"STO","ITA",64,90,NA
NA,"DRA","ITA",90,90,NA
NA,"COM","USA",53,96,NA
NA,"GRO","GER",87,87,NA
NA,"COM","ITA",82,102,NA
NA,"FAN","USA",92,107,NA
NA,"FAN","USA",79,105,NA
NA,"COM","FRA",66,120,NA
NA,"FAN","USA",84,108,NA
NA,"AVV","USA",77,98,NA
NA,"FAN","USA",33,70,NA
NA,"AVV","USA",83,103,NA
NA,"COM","ITA",91,91,NA
NA,"CMC","USA",86,98,NA
NA,"DRA","USA",92,118,NA
NA,"COM","USA",86,105,NA
NA,"DRA","ITA",62,195,NA
NA,"COM","ITA",76,118,NA
NA,"FAN","GB",66,108,NA
NA,"GIA","FRA",75,95,NA
NA,"WES","USA",70,121,NA
NA,"DRA","USA",80,124,NA
NA,"COM","USA",92,114,NA
NA,"WES","ITA",64,96,NA
NA,"COM","ITA",32,67,NA
NA,"DRA","USA",86,111,NA
NA,"DRA","ITA",77,105,NA
NA,"DRA","USA",91,95,NA
NA,"DRA","USA",83,124,NA
NA,"COM","USA",92,127,NA
NA,"DRA","USA",93,107,NA
NA,"MUS","USA",74,126,NA
NA,"DRA","USA",90,92,NA
NA,"COM","ITA",56,98,NA
NA,"DOC","USA",83,83,NA
NA,"DRA","ITA",65,105,NA
NA,"DRA","GB",89,102,NA
NA,"DRA","USA",84,220,NA
NA,"COM","USA",65,100,NA
NA,"COM","ITA",80,90,NA
NA,"HOR","USA",86,100,NA
NA,"DRA","USA",85,96,NA
NA,"DTA","ITA",60,110,NA
NA,"DRA","USA",83,108,NA
NA,"COM","USA",79,116,NA
NA,"MUS","USA",57,110,NA
NA,"COM","ITA",74,108,NA
NA,"DRA","ITA",58,127,NA
NA,"COM","ITA",67,107,NA
NA,"COM","ITA",72,90,NA
NA,"DRA","AUS",75,111,NA
NA,"AVV","USA",87,119,NA
NA,"HOR","USA",90,105,NA
NA,"AZI","CIN",87,90,NA
NA,"COM","ITA",68,67,NA
NA,"HOR","USA",87,87,NA
NA,"AVV","USA",60,90,NA
NA,"GIA","USA",46,110,NA
NA,"GIA","ITA",70,112,NA
NA,"COM","USA",89,96,NA
NA,"DRA","GB",84,99,NA
NA,"GIA","USA",80,96,NA
NA,"POL","USA",90,95,NA
NA,"THR","USA",91,130,NA
NA,"DRA","ITA",93,85,NA
NA,"DRA","GB",88,98,NA
NA,"WES","USA",56,119,NA
NA,"COM","USA",81,110,NA
NA,"","",NA,77,NA
NA,"DRA","GB",71,134,NA
NA,"FAN","USA",68,141,NA
NA,"HOR","USA",92,122,NA
NA,"DRA","USA",79,130,NA
NA,"DRA","USA",83,118,NA
NA,"DRA","FRA",90,103,NA
NA,"DRA","USA",73,100,NA
NA,"POL","ITA",76,92,NA
NA,"COM","USA",75,110,NA
NA,"DRA","USA",88,120,NA
NA,"DRA","USA",36,94,NA
NA,"COM","ITA",82,106,NA
NA,"COM","ITA",73,142,NA
NA,"FAN","USA",84,110,NA
NA,"COM","USA",46,118,NA
NA,"COM","ITA",59,104,NA
NA,"FAN","USA",89,114,NA
NA,"COM","ITA",82,112,NA
NA,"AVV","FRA",86,76,NA
NA,"AVV","USA",94,NA,NA
NA,"FAN","USA",78,135,NA
NA,"COM","GB",67,107,NA
NA,"COM","ITA",62,225,NA
NA,"COM","ITA",57,90,NA
NA,"COM","USA",64,113,NA
NA,"COM","ITA",82,115,NA
NA,"COM","GB",69,100,NA
NA,"CMC","ITA",61,89,NA
NA,"COM","ITA",58,80,NA
NA,"WES","USA",90,173,NA
NA,"STO","AUS",80,112,NA
NA,"DRA","ITA",50,99,NA
NA,"DRA","USA",77,136,NA
NA,"DRA","USA",67,107,NA
NA,"SPI","GB",87,118,NA
NA,"COM","USA",82,136,NA
NA,"DRA","GB",86,125,NA
NA,"COM","USA",86,104,NA
NA,"THR","USA",81,98,NA
NA,"DRA","ITA",92,95,NA
NA,"DRA","ITA",93,127,NA
NA,"COM","USA",83,103,NA
NA,"COM","USA",50,103,NA
NA,"DRA","USA",55,67,NA
NA,"COM","ITA",68,93,NA
NA,"THR","USA",74,104,NA
NA,"DRA","ITA",83,105,NA
NA,"GIA","USA",89,112,NA
NA,"STO","GB",93,139,NA
NA,"COM","USA",90,81,NA
NA,"THR","HOL",83,96,NA
NA,"GRO","ITA",79,133,NA
NA,"COM","ITA",89,102,NA
NA,"COM","ITA",50,76,NA
NA,"DRA","USA",62,120,NA
NA,"COM","ITA",82,94,NA
NA,"CMC","ITA",86,92,NA
NA,"DRA","ITA",46,125,NA
NA,"COM","GER",81,96,NA
NA,"DRA","USA",78,91,NA
NA,"DRA","ITA",92,91,NA
NA,"COM","USA",87,122,NA
NA,"THR","GB",59,105,NA
NA,"COM","FRA",80,102,NA
NA,"WES","ITA",87,102,NA
NA,"COM","USA",73,110,NA
NA,"AVV","GB",70,102,NA
NA,"FAN","USA",77,135,NA
NA,"COM","ITA",65,100,NA
NA,"AZI","USA",89,111,NA
NA,"COM","ITA",32,90,NA
NA,"DRA","ITA",49,100,NA
NA,"DRA","ITA",91,120,NA
NA,"DRA","ITA",73,92,NA
NA,"COM","ITA",91,83,NA
NA,"COM","USA",69,103,NA
NA,"COM","ITA",82,114,NA
NA,"DRA","ITA",81,96,NA
NA,"MUS","USA",36,110,NA
NA,"DRA","ITA",52,94,NA
NA,"MUS","USA",33,89,NA
NA,"COM","ITA",83,90,NA
NA,"DRA","USA",78,92,NA
NA,"COM","ITA",69,124,NA
NA,"COM","ITA",58,108,NA
NA,"FAN","ITA",74,110,NA
NA,"COM","ITA",59,103,NA
NA,"COM","ITA",84,118,NA
NA,"COM","USA",78,125,NA
NA,"COM","ITA",88,73,NA
NA,"COM","USA",65,103,NA
NA,"COM","ITA",91,102,NA
NA,"COM","ITA",91,100,NA
NA,"DRA","ITA",92,95,NA
NA,"COM","ITA",60,108,NA
NA,"DRA","ITA",78,110,NA
NA,"DRA","ITA",62,125,NA
NA,"COM","ITA",92,102,NA
NA,"AVV","FRA",88,93,NA
NA,"COM","USA",53,91,NA
